satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
0.58,0.63,many,190,short,0,0,0,sales,medium
0.79,0.54,many,244,middle,0,0,0,management,high
0.8,0.57,middle,162,short,0,0,0,IT,medium
0.25,0.62,many,271,long,0,0,0,sales,low
0.21,0.76,many,165,long,1,0,0,product_mng,low
0.71,0.54,middle,249,middle,0,0,0,marketing,medium
0.85,0.81,many,260,middle,0,0,0,product_mng,medium
0.98,0.7,middle,255,short,1,0,0,marketing,low
0.6,0.78,many,152,middle,1,0,0,technical,medium
0.61,0.64,middle,187,short,0,0,0,sales,medium
0.22,0.54,many,169,long,0,0,0,technical,low
0.56,0.76,middle,213,short,1,0,0,product_mng,medium
0.36,0.95,middle,206,long,0,0,0,sales,low
0.36,0.74,many,280,middle,0,0,0,sales,low
0.77,0.82,middle,153,middle,1,0,0,technical,medium
0.74,0.77,middle,233,middle,0,0,0,technical,low
0.69,0.84,middle,154,short,0,0,0,sales,low
0.57,0.53,many,216,short,1,0,0,sales,medium
0.59,0.79,many,272,middle,0,0,0,technical,low
0.55,0.83,many,199,middle,0,0,0,sales,low
1,0.98,middle,177,short,0,0,0,management,low
0.65,0.54,little,177,middle,0,0,0,accounting,low
0.78,0.87,many,178,middle,0,0,0,technical,medium
0.73,0.56,middle,245,long,0,0,0,sales,medium
0.55,0.88,many,252,middle,0,0,0,management,low
0.67,0.95,middle,229,middle,0,0,0,sales,medium
0.16,0.8,many,140,long,1,0,0,IT,medium
0.56,0.67,many,184,middle,0,0,0,marketing,low
0.14,0.54,many,275,long,1,0,0,sales,high
0.74,0.73,middle,267,middle,0,0,0,product_mng,low
0.56,0.57,middle,143,short,0,0,0,sales,medium
0.89,0.89,many,179,short,0,0,0,technical,low
0.78,0.74,many,261,middle,1,0,0,product_mng,medium
0.29,0.42,many,253,middle,0,0,0,hr,medium
0.24,0.62,many,225,long,0,0,0,sales,low
0.69,0.66,middle,215,long,0,0,0,sales,high
0.51,0.98,many,171,short,0,0,0,RandD,low
0.12,0.61,many,172,long,0,0,0,RandD,high
0.98,0.5,middle,198,middle,0,0,0,marketing,medium
0.78,0.68,many,189,middle,0,0,0,sales,medium
0.84,0.93,middle,159,middle,0,0,0,sales,low
0.53,0.75,little,123,long,0,0,0,RandD,medium
0.27,0.42,many,173,long,0,0,0,sales,medium
0.54,0.75,middle,240,middle,0,0,0,support,medium
0.96,0.54,middle,198,middle,0,0,0,support,low
0.57,0.46,little,100,long,1,0,1,marketing,medium
0.7,0.67,many,233,long,0,0,0,hr,medium
0.28,0.59,many,281,middle,0,0,0,product_mng,medium
0.61,0.85,many,230,middle,0,0,0,support,low
0.54,0.68,many,249,long,0,0,0,product_mng,medium
0.88,0.75,many,201,short,0,0,0,sales,medium
0.82,0.74,middle,163,short,0,0,0,sales,high
0.96,0.72,middle,197,middle,0,0,0,technical,low
0.77,0.76,many,149,short,0,0,0,technical,medium
0.64,0.75,many,172,long,0,0,0,marketing,medium
0.63,0.74,many,155,short,0,0,0,sales,medium
0.75,0.95,middle,253,middle,0,0,0,marketing,medium
0.64,0.75,middle,214,middle,0,0,0,hr,medium
0.47,0.44,many,255,long,1,0,0,support,low
0.71,0.7,many,213,middle,0,0,0,sales,low
0.66,0.99,middle,183,short,0,0,0,technical,medium
0.94,0.8,many,266,middle,1,0,0,support,medium
0.91,0.88,many,123,long,0,0,0,IT,low
0.71,0.79,many,133,middle,0,0,1,technical,medium
0.56,0.98,middle,251,middle,1,0,0,accounting,medium
0.41,0.63,little,145,short,0,0,0,product_mng,low
0.25,0.62,many,271,long,0,0,0,sales,low
0.15,0.67,many,216,long,0,0,0,technical,low
0.66,0.82,many,257,middle,1,0,0,sales,medium
0.72,0.95,little,178,long,1,0,0,product_mng,medium
0.76,0.72,many,266,middle,0,0,0,IT,medium
0.76,0.91,middle,133,short,0,0,0,hr,medium
0.83,0.68,many,198,middle,0,0,0,marketing,medium
0.14,0.74,many,160,long,0,0,0,technical,medium
0.86,0.91,many,147,middle,0,0,0,technical,medium
0.7,0.44,little,131,short,0,0,0,sales,low
0.83,0.56,many,165,short,0,0,0,technical,low
0.94,0.84,many,203,middle,0,0,0,technical,low
0.82,0.79,middle,160,middle,0,0,0,sales,medium
0.14,0.76,many,215,long,0,0,0,technical,low
0.52,0.66,many,139,middle,0,0,0,sales,low
0.55,0.98,little,144,short,0,0,0,hr,medium
0.62,0.84,middle,270,long,0,0,0,hr,medium
0.62,0.7,little,134,middle,0,0,0,product_mng,low
0.66,1,many,192,short,0,0,0,sales,low
0.75,0.93,many,195,middle,0,0,0,sales,medium
0.94,0.8,many,111,long,0,0,1,RandD,medium
0.9,0.64,many,201,short,1,0,0,sales,medium
0.55,0.49,middle,152,short,0,0,0,technical,medium
0.96,0.9,middle,161,middle,0,0,0,product_mng,medium
0.53,0.73,many,174,middle,0,0,0,accounting,high
0.59,0.62,middle,212,short,1,0,0,sales,high
0.68,0.74,many,215,middle,0,0,0,accounting,low
0.37,0.72,middle,169,short,1,0,0,support,medium
0.9,0.51,many,137,long,0,0,0,sales,medium
0.76,0.73,middle,192,short,0,0,0,technical,low
0.53,0.67,many,167,short,0,0,0,management,low
0.81,0.45,many,98,middle,0,0,0,sales,low
0.49,0.61,many,232,middle,1,0,0,technical,medium
0.48,0.41,many,286,middle,0,0,0,support,high
0.71,0.99,many,238,long,1,0,0,sales,high
0.85,0.57,many,210,middle,0,0,0,sales,low
0.18,0.49,many,250,long,1,0,0,RandD,medium
0.22,0.54,many,169,long,0,0,0,technical,low
0.68,0.67,many,135,short,0,0,0,accounting,medium
0.56,0.67,middle,270,short,0,0,0,sales,medium
0.52,0.59,many,150,short,0,0,0,sales,low
0.69,0.82,many,208,short,0,0,0,support,medium
0.89,0.99,many,205,short,0,0,1,sales,medium
0.96,0.91,many,179,short,0,0,0,support,high
0.76,0.75,middle,239,short,0,0,0,hr,low
0.95,0.77,many,139,short,0,0,0,IT,medium
0.69,0.65,middle,153,short,0,0,0,marketing,medium
0.87,0.83,many,215,short,0,0,0,sales,high
0.49,0.54,many,215,long,0,0,0,IT,medium
0.68,0.9,little,133,long,0,0,0,RandD,low
0.24,0.5,many,282,long,1,0,0,support,low
0.74,0.64,many,268,middle,0,0,0,sales,low
0.53,0.83,middle,267,long,0,0,0,technical,medium
0.96,0.99,middle,148,middle,0,0,0,support,medium
0.48,0.53,middle,211,long,0,0,0,technical,low
0.9,0.48,many,204,middle,0,0,0,technical,medium
0.88,0.58,many,215,short,0,0,0,sales,low
0.31,0.38,middle,173,short,0,0,0,technical,low
0.61,0.97,many,286,long,0,0,0,product_mng,medium
0.97,0.7,many,195,short,1,0,0,RandD,low
0.52,0.67,middle,244,middle,0,0,0,sales,low
0.8,0.77,many,205,short,0,0,0,sales,low
0.96,0.78,middle,209,short,0,0,0,product_mng,high
0.13,0.73,many,206,long,0,0,0,sales,medium
0.5,0.88,many,275,long,0,0,0,accounting,low
0.5,0.56,middle,164,middle,0,0,0,accounting,medium
0.9,0.9,middle,147,middle,1,0,0,RandD,medium
0.74,0.7,many,260,short,0,0,0,support,low
0.51,0.95,many,169,middle,1,0,0,sales,low
0.59,0.97,many,179,long,0,0,0,support,medium
0.96,0.87,many,202,short,0,0,0,marketing,low
0.6,0.96,many,99,long,0,0,0,RandD,medium
0.53,0.79,middle,206,middle,0,0,0,technical,medium
0.73,0.88,many,134,short,1,0,0,support,low
0.75,0.53,middle,154,short,0,0,0,sales,medium
0.69,0.98,many,180,middle,0,0,0,support,medium
0.83,0.55,many,250,middle,1,0,0,sales,medium
0.73,0.72,many,178,short,0,0,0,management,low
0.63,0.86,many,169,short,0,0,0,sales,high
0.63,0.57,many,177,middle,1,0,0,sales,low
0.55,0.49,many,195,middle,0,0,0,sales,low
0.65,0.92,middle,219,middle,0,0,0,technical,medium
0.79,0.57,middle,168,short,0,0,0,technical,medium
0.6,0.95,many,205,middle,0,0,0,accounting,medium
0.13,1,many,157,long,1,0,0,technical,low
0.78,0.63,many,259,middle,0,0,0,sales,low
0.88,0.59,many,147,long,0,0,0,sales,high
0.51,0.8,many,198,long,0,0,0,marketing,medium
0.79,0.49,middle,273,middle,0,0,0,sales,medium
0.55,0.99,middle,158,middle,0,0,0,sales,low
0.79,0.87,many,223,long,0,0,0,sales,medium
0.12,0.47,middle,258,long,0,0,0,sales,medium
0.49,0.73,many,185,middle,0,0,0,sales,low
0.37,0.69,little,146,middle,0,0,0,support,medium
0.24,0.54,many,193,long,0,0,0,support,medium
0.14,0.83,many,175,long,1,0,0,IT,low
0.87,0.52,many,140,middle,0,0,0,product_mng,medium
0.21,0.43,many,175,short,1,0,0,sales,high
0.95,0.9,middle,155,middle,0,0,0,technical,medium
0.62,0.42,little,124,short,0,0,0,sales,low
0.72,0.69,middle,270,long,0,0,0,technical,low
0.96,0.66,many,268,middle,0,0,0,sales,medium
0.85,0.99,middle,208,short,0,0,0,product_mng,low
0.48,0.53,many,271,middle,0,0,0,hr,low
0.69,0.76,middle,174,long,0,0,0,sales,medium
0.84,0.99,little,184,short,0,0,0,sales,high
0.72,0.59,many,200,long,1,0,0,sales,low
0.71,0.84,middle,139,short,0,0,0,hr,low
0.35,0.58,middle,103,middle,0,0,0,hr,low
0.88,0.86,many,257,middle,0,0,0,technical,low
0.6,0.57,little,184,middle,0,0,0,sales,medium
0.8,0.82,many,175,short,0,0,0,management,low
0.95,0.81,many,120,middle,0,0,0,marketing,low
0.7,0.7,middle,162,long,0,0,0,RandD,high
0.66,0.92,little,102,long,0,0,0,product_mng,medium
0.22,0.63,many,284,long,0,0,0,RandD,low
0.84,0.53,middle,237,middle,1,0,0,sales,low
0.16,0.94,many,261,long,0,0,0,technical,low
0.76,0.77,many,257,middle,0,0,0,RandD,medium
0.92,0.76,many,132,middle,1,0,0,RandD,low
0.48,0.51,middle,136,middle,0,0,0,marketing,low
0.77,0.54,many,252,short,0,0,0,IT,low
0.73,0.52,little,113,long,1,0,0,support,medium
0.21,0.6,many,151,long,0,0,0,RandD,medium
0.63,0.96,middle,144,short,0,0,0,technical,medium
0.28,0.83,many,279,long,0,0,0,technical,medium
0.75,0.94,many,194,long,0,0,0,technical,low
0.14,0.76,many,260,long,0,0,0,technical,high
0.58,0.63,many,190,short,0,0,0,sales,medium
0.66,0.98,many,163,middle,1,0,0,sales,low
0.17,0.66,many,174,middle,0,0,0,sales,medium
0.53,1,middle,164,long,0,0,0,IT,medium
0.51,0.75,middle,234,short,1,0,0,marketing,medium
0.73,0.68,many,227,middle,0,0,0,sales,low
0.64,0.94,middle,148,short,0,0,0,product_mng,medium
0.65,0.36,little,282,middle,0,0,0,product_mng,medium
0.76,0.49,many,243,middle,0,0,0,technical,low
0.46,0.47,many,101,long,0,0,0,hr,low
0.51,0.6,many,175,middle,0,0,0,technical,medium
0.99,0.64,middle,183,middle,0,0,0,hr,medium
0.95,0.78,many,246,middle,0,0,0,support,low
0.7,0.98,many,176,long,0,0,0,technical,low
0.64,0.72,middle,185,short,1,0,0,technical,high
0.65,0.88,many,173,middle,0,0,0,management,medium
0.53,1,middle,164,long,0,0,0,IT,medium
0.91,0.95,middle,251,middle,0,0,0,RandD,low
0.78,0.61,many,260,short,0,0,0,accounting,medium
0.24,0.77,many,178,long,0,0,0,sales,low
0.69,0.68,many,168,middle,0,0,0,technical,low
0.43,0.81,middle,102,middle,0,0,0,sales,medium
0.77,0.7,middle,145,short,0,0,0,product_mng,low
0.88,0.98,middle,152,middle,0,0,0,support,medium
0.95,0.74,many,216,middle,0,0,0,RandD,medium
0.79,0.87,many,223,long,0,0,0,sales,medium
0.8,0.71,many,161,long,0,0,0,IT,low
0.18,0.94,middle,187,long,1,0,0,product_mng,low
0.53,0.8,middle,175,middle,0,0,0,IT,low
0.71,0.55,many,262,middle,0,0,0,support,medium
0.75,0.58,many,270,middle,0,0,0,accounting,low
0.77,0.75,many,225,middle,0,0,0,hr,low
0.77,0.99,many,153,middle,1,0,0,support,medium
0.96,0.78,middle,135,middle,0,0,0,sales,medium
0.69,0.98,middle,269,middle,1,0,0,sales,medium
0.5,0.64,many,195,short,0,0,0,sales,low
0.85,0.88,many,236,long,0,0,0,technical,medium
0.52,0.99,many,253,middle,0,0,0,marketing,medium
0.65,0.76,middle,111,long,0,0,0,technical,medium
0.97,0.63,many,199,short,1,0,0,IT,high
0.77,0.49,many,184,middle,0,0,0,technical,low
0.9,0.77,middle,156,middle,0,0,0,sales,medium
0.66,0.77,many,236,middle,0,0,0,sales,high
0.8,0.8,many,146,middle,1,0,0,IT,low
0.72,0.98,middle,181,long,0,0,0,technical,low
0.66,0.48,middle,192,middle,1,0,0,sales,low
0.79,0.97,many,187,middle,0,0,0,support,low
0.75,0.58,many,270,middle,0,0,0,accounting,low
0.35,0.52,middle,167,short,0,0,0,hr,low
0.67,0.67,middle,183,middle,0,0,0,accounting,medium
0.12,0.78,many,260,long,0,0,0,management,medium
0.89,0.88,middle,165,long,0,0,0,sales,medium
0.9,0.9,middle,147,middle,1,0,0,RandD,medium
0.69,1,many,237,middle,0,0,0,technical,high
0.54,0.76,many,226,short,0,0,0,IT,low
0.81,0.57,many,213,long,0,0,0,technical,high
0.52,0.96,many,251,short,1,0,0,sales,low
0.46,0.45,little,172,short,1,0,0,management,low
0.54,0.61,many,118,long,0,0,0,support,low
0.85,0.55,many,158,long,0,0,0,technical,medium
0.64,0.64,middle,263,middle,0,0,0,marketing,high
0.73,0.6,middle,137,middle,0,0,0,hr,medium
0.64,0.86,many,274,short,1,0,0,sales,low
0.84,0.66,middle,209,short,0,0,0,sales,low
0.51,0.76,many,140,middle,0,0,0,support,low
0.49,0.68,middle,192,long,0,0,0,management,high
0.36,0.72,middle,179,middle,0,0,0,support,high
0.77,0.76,many,263,long,0,0,0,sales,low
0.73,0.83,many,266,long,0,0,0,sales,low
0.71,0.53,middle,186,short,0,0,0,technical,low
0.76,0.79,middle,162,short,1,0,0,technical,medium
0.67,0.64,many,248,middle,0,0,0,support,medium
0.63,0.94,many,145,middle,0,0,0,technical,medium
0.85,0.55,middle,137,middle,1,0,0,sales,low
0.5,0.65,many,285,long,0,0,0,management,high
0.43,0.44,many,213,middle,0,0,0,sales,low
0.87,0.97,many,151,middle,0,0,0,RandD,medium
0.82,0.92,middle,187,middle,1,0,0,hr,medium
0.95,0.62,middle,161,middle,0,0,0,sales,low
0.72,0.63,many,241,long,1,0,0,marketing,medium
0.62,0.86,many,135,middle,0,0,0,technical,low
0.87,0.68,many,187,middle,0,0,0,sales,low
0.61,0.97,many,153,middle,0,0,0,accounting,medium
0.81,0.85,many,134,long,1,0,0,management,medium
0.49,0.52,middle,168,middle,0,0,0,IT,medium
0.14,0.76,many,215,long,0,0,0,technical,low
0.87,0.5,middle,269,middle,0,0,0,marketing,medium
0.96,0.75,middle,231,middle,0,0,0,technical,low
0.51,0.5,little,235,short,0,0,0,technical,medium
0.96,0.87,many,213,middle,0,0,0,IT,medium
0.64,0.72,many,158,middle,0,0,0,IT,medium
0.68,0.81,many,266,short,0,0,0,accounting,medium
0.73,0.82,many,205,long,0,0,0,technical,medium
0.69,0.78,many,131,long,0,0,0,support,low
0.88,0.67,many,264,middle,0,0,0,product_mng,medium
0.89,0.88,many,241,short,1,0,0,sales,medium
0.83,0.81,many,209,long,0,0,0,IT,medium
0.41,0.63,little,145,short,0,0,0,product_mng,low
0.35,0.54,middle,138,long,0,0,0,support,low
0.95,0.84,middle,261,long,1,0,1,hr,medium
0.89,0.91,middle,264,middle,1,0,0,technical,low
0.72,0.75,many,211,long,0,0,0,sales,medium
0.21,0.99,many,165,long,1,0,0,RandD,low
0.97,0.93,little,270,long,0,0,0,sales,low
0.72,0.39,middle,257,middle,0,0,0,technical,low
0.52,0.59,many,150,short,0,0,0,sales,low
0.49,0.37,many,246,middle,0,0,0,support,medium
0.55,0.96,many,267,middle,0,0,0,sales,medium
0.3,0.47,many,141,long,0,0,0,sales,low
0.82,0.79,middle,176,middle,0,0,0,technical,low
0.9,0.62,many,225,short,0,0,0,sales,medium
0.57,0.64,many,144,long,0,0,0,technical,low
0.93,0.97,many,255,long,0,0,0,support,medium
0.3,0.86,middle,276,long,1,0,0,accounting,low
0.79,0.78,little,228,short,0,0,0,technical,medium
0.61,0.97,many,153,middle,0,0,0,accounting,medium
0.56,0.56,many,195,short,0,0,0,hr,medium
0.75,0.98,many,198,middle,0,0,0,support,low
0.64,0.71,many,212,short,0,0,0,technical,low
0.73,0.55,middle,206,long,0,0,0,accounting,low
0.86,0.86,many,227,short,0,0,0,product_mng,low
0.85,0.82,many,141,long,0,0,0,RandD,low
0.33,0.64,little,274,middle,1,0,0,technical,high
0.99,0.87,many,223,middle,0,0,0,support,medium
0.84,0.81,many,236,middle,1,0,0,IT,low
0.47,0.4,middle,113,middle,0,0,0,marketing,high
0.91,0.67,many,137,middle,0,0,0,management,medium
0.79,0.93,many,160,long,1,0,0,accounting,medium
0.92,0.68,many,177,long,0,0,0,support,medium
0.57,0.64,many,151,short,0,0,0,management,medium
0.69,0.68,many,167,middle,0,0,0,technical,low
0.61,0.97,many,153,middle,0,0,0,accounting,medium
0.87,0.82,many,248,short,0,0,0,support,medium
0.87,0.57,little,181,long,0,0,0,RandD,medium
0.5,0.4,little,108,short,0,0,0,technical,medium
0.86,0.73,many,259,short,0,0,0,technical,medium
0.56,0.62,many,238,middle,0,0,0,sales,low
0.22,0.94,middle,193,long,0,0,1,management,high
0.91,0.61,many,135,long,0,0,0,accounting,medium
0.69,0.63,middle,226,middle,0,0,0,sales,low
0.39,0.86,middle,261,short,0,0,0,accounting,low
0.96,0.82,many,274,middle,0,0,0,support,medium
0.19,0.93,middle,110,long,0,0,0,technical,medium
0.56,0.59,middle,223,middle,0,0,0,support,medium
0.12,0.81,many,287,long,0,0,0,sales,medium
0.72,0.67,middle,243,middle,0,0,0,sales,low
0.68,0.74,many,215,middle,0,0,0,accounting,low
0.49,0.74,middle,229,middle,1,0,0,IT,low
0.47,0.51,many,190,long,0,0,1,RandD,medium
0.95,0.81,many,210,long,0,0,0,sales,medium
0.62,0.69,many,184,middle,0,0,0,technical,low
0.62,0.94,middle,151,long,0,0,0,support,medium
0.82,0.51,little,268,short,0,0,0,management,high
0.66,0.99,many,263,short,0,0,0,support,low
0.17,0.49,many,286,long,1,0,0,sales,low
0.84,0.86,middle,199,middle,0,0,0,IT,medium
0.2,0.82,many,190,long,0,0,0,sales,low
0.59,0.6,middle,214,short,1,0,0,product_mng,low
0.73,0.82,many,205,long,0,0,0,technical,medium
0.88,0.58,many,215,short,0,0,0,sales,low
0.59,0.93,middle,265,middle,1,0,0,sales,low
0.44,0.65,middle,175,short,0,0,0,IT,low
0.63,0.6,many,258,middle,0,0,0,sales,medium
0.91,0.56,many,241,short,0,0,0,IT,low
0.3,0.47,many,176,short,0,0,0,sales,low
0.48,0.53,many,271,middle,0,0,0,hr,low
0.65,0.91,many,243,long,1,0,0,IT,medium
0.24,0.63,many,203,long,0,0,0,technical,low
0.15,0.4,middle,236,long,0,0,0,hr,medium
0.53,0.66,middle,191,middle,0,0,0,IT,high
0.97,1,middle,198,short,0,0,0,sales,low
0.54,0.86,many,205,long,0,0,0,support,low
0.21,0.93,many,260,middle,0,0,0,hr,low
0.62,0.79,many,268,long,0,0,0,sales,medium
0.66,0.64,many,204,short,0,0,0,RandD,low
0.81,0.75,many,243,short,0,0,0,sales,low
0.35,0.56,many,142,short,0,0,0,hr,low
0.38,0.51,little,120,middle,0,0,0,RandD,low
0.66,0.95,many,183,middle,0,0,0,technical,low
0.66,0.7,many,161,middle,0,0,0,RandD,low
0.66,0.66,many,273,long,1,0,0,IT,low
0.12,0.81,many,287,long,0,0,0,sales,medium
0.76,0.44,middle,121,long,0,0,0,IT,low
0.62,0.76,many,198,middle,0,0,0,sales,low
0.78,0.91,middle,132,short,0,0,0,sales,medium
0.75,0.73,many,274,short,0,0,0,RandD,low
0.69,0.75,middle,253,middle,0,0,0,management,high
0.86,0.59,middle,215,middle,0,0,0,RandD,medium
0.75,0.95,middle,253,middle,0,0,0,marketing,medium
0.82,0.91,many,271,short,0,0,1,RandD,medium
0.68,0.85,middle,199,middle,0,0,0,product_mng,low
0.52,0.38,middle,132,long,0,0,0,support,medium
0.61,0.81,many,134,middle,0,0,0,sales,medium
0.68,0.61,many,147,middle,0,0,0,accounting,medium
0.9,0.66,middle,231,middle,0,0,0,hr,medium
0.94,0.65,many,213,short,1,0,0,IT,low
0.71,0.69,middle,172,middle,0,0,0,sales,low
0.95,0.81,many,258,long,0,0,1,sales,medium
0.92,0.83,many,268,long,0,0,0,sales,low
0.54,0.53,many,158,short,0,0,0,technical,medium
0.82,0.82,middle,148,middle,0,0,0,IT,low
0.35,0.54,middle,128,middle,0,0,0,support,medium
0.54,0.86,many,205,long,0,0,0,support,low
0.21,0.43,many,175,short,1,0,0,sales,high
0.97,0.41,many,135,long,0,0,0,sales,medium
0.97,0.76,many,142,short,0,0,0,product_mng,low
0.85,0.6,many,255,long,0,0,0,hr,low
0.15,0.91,many,281,middle,0,0,0,marketing,low
1,0.73,many,189,middle,1,0,0,product_mng,low
0.67,0.92,many,265,long,0,0,0,technical,medium
0.68,0.85,middle,199,middle,0,0,0,product_mng,low
0.61,0.82,middle,261,long,0,0,0,IT,low
0.96,0.48,middle,182,short,1,0,0,support,medium
0.7,0.99,many,248,middle,0,0,0,IT,medium
0.41,0.63,little,145,short,0,0,0,product_mng,low
0.59,0.64,many,269,middle,0,0,0,support,medium
0.5,0.7,many,166,short,0,0,0,accounting,low
0.86,0.6,middle,229,short,1,0,0,support,low
0.16,0.46,many,240,short,0,0,0,product_mng,low
0.97,0.68,middle,185,short,0,0,0,technical,medium
0.91,0.75,little,147,middle,0,0,0,marketing,low
0.69,1,many,237,middle,0,0,0,technical,high
0.5,0.54,middle,134,middle,0,0,0,sales,medium
0.93,0.91,little,238,short,1,0,0,sales,low
0.81,0.75,many,243,short,0,0,0,sales,low
0.56,0.55,little,270,middle,0,0,0,sales,medium
0.79,0.91,many,200,middle,0,0,0,sales,medium
0.36,0.39,middle,98,middle,0,0,0,technical,low
0.6,0.5,many,137,middle,0,0,0,support,low
0.3,0.66,middle,198,short,0,0,0,product_mng,medium
0.75,0.7,many,179,short,0,0,0,marketing,low
0.77,0.78,little,271,middle,0,0,0,management,low
0.93,0.56,middle,266,short,0,0,0,IT,low
0.91,0.75,middle,166,short,0,0,0,IT,low
0.56,0.73,many,226,short,0,0,0,sales,low
0.6,0.56,many,260,middle,0,0,0,marketing,high
0.19,0.76,little,158,middle,0,0,0,support,high
0.61,0.81,many,134,middle,0,0,0,sales,medium
0.56,0.57,middle,143,short,0,0,0,sales,medium
0.96,0.74,many,244,short,1,0,0,IT,low
0.68,0.78,many,233,middle,0,0,0,technical,high
0.49,0.61,many,232,middle,1,0,0,technical,medium
0.13,0.76,many,171,long,0,0,0,RandD,medium
0.68,0.81,many,266,short,0,0,0,accounting,medium
0.89,0.74,many,220,middle,0,0,0,IT,medium
0.91,0.82,many,238,short,0,0,0,management,low
0.15,0.91,many,230,middle,0,0,0,support,medium
0.96,0.84,many,272,long,1,0,0,sales,medium
0.64,0.79,middle,253,short,0,0,0,sales,low
0.69,0.68,many,214,long,0,0,0,accounting,low
0.77,0.5,middle,141,middle,0,0,0,IT,medium
0.87,0.97,many,160,middle,0,0,0,IT,low
0.73,0.71,many,215,long,1,0,0,technical,medium
0.15,0.8,many,121,long,0,0,0,sales,medium
0.86,0.51,many,211,short,1,0,0,technical,low
0.15,0.96,many,201,long,0,0,0,support,low
0.96,0.49,many,252,middle,1,0,0,sales,medium
0.5,0.7,middle,274,middle,0,0,0,marketing,low
0.3,0.91,many,248,long,0,0,0,management,low
0.58,0.84,many,206,long,0,0,1,management,high
0.95,0.9,middle,186,short,0,0,0,marketing,low
0.44,0.66,many,134,long,0,0,0,RandD,high
0.58,0.86,middle,151,short,0,0,0,accounting,medium
0.92,0.51,middle,223,short,0,0,0,sales,medium
0.71,0.99,many,238,long,1,0,0,sales,high
0.96,0.74,many,194,long,1,0,0,sales,medium
0.5,0.78,many,185,middle,0,0,0,RandD,high
0.8,0.91,many,242,middle,1,0,0,accounting,medium
0.55,0.49,many,195,middle,0,0,0,sales,low
0.5,0.7,many,135,middle,0,0,0,hr,low
0.53,0.92,middle,199,short,0,0,0,hr,medium
0.73,0.68,many,227,middle,0,0,0,sales,low
0.96,0.74,many,194,long,1,0,0,sales,medium
0.7,0.74,middle,212,middle,0,0,0,sales,low
0.41,0.59,little,182,middle,0,0,0,technical,medium
0.24,0.53,many,165,long,0,0,0,hr,low
0.24,0.54,many,193,long,0,0,0,support,medium
0.9,1,little,114,long,0,0,0,support,high
0.74,0.8,many,241,short,0,0,0,sales,medium
0.88,0.51,middle,211,long,0,0,0,sales,medium
0.7,0.85,many,142,short,0,0,0,support,low
0.8,0.84,many,242,short,1,0,0,marketing,low
0.76,0.92,middle,176,short,0,0,0,IT,medium
0.86,0.65,many,243,short,0,0,0,technical,low
0.61,0.77,many,142,middle,0,0,0,support,medium
0.59,0.6,middle,149,long,0,0,0,sales,medium
0.58,0.63,many,190,short,0,0,0,sales,medium
0.79,0.67,many,222,long,0,0,0,technical,low
0.85,0.86,middle,231,middle,0,0,0,support,medium
0.24,0.87,many,268,long,0,0,0,sales,medium
0.41,0.68,middle,165,middle,1,0,0,product_mng,medium
0.66,0.85,many,165,long,0,0,0,product_mng,medium
0.96,0.55,middle,164,middle,0,0,0,sales,medium
0.5,0.96,many,147,middle,0,0,0,sales,low
0.61,0.94,middle,224,long,0,0,0,technical,medium
0.61,1,many,133,long,0,0,0,sales,low
0.96,0.55,middle,164,middle,0,0,0,sales,medium
0.77,0.87,middle,275,long,1,0,0,support,medium
0.57,0.86,middle,164,short,0,0,0,support,medium
0.44,0.58,many,152,middle,0,0,0,technical,low
0.56,0.54,many,191,short,1,0,1,sales,medium
0.69,0.74,many,266,short,1,0,0,support,low
0.89,0.96,middle,122,long,0,0,0,hr,low
0.74,0.83,many,170,short,0,0,0,sales,low
0.6,0.89,middle,167,long,0,0,0,RandD,medium
0.45,0.75,many,169,short,0,0,0,sales,low
0.69,0.64,middle,275,middle,0,0,0,technical,low
0.49,0.91,many,231,middle,0,0,0,RandD,medium
0.95,0.99,many,251,long,0,0,0,product_mng,low
0.68,0.93,many,179,short,0,0,0,sales,medium
1,0.53,middle,142,middle,0,0,0,sales,low
0.99,0.95,middle,153,long,0,0,0,marketing,high
0.79,0.73,little,147,short,0,0,0,technical,medium
0.47,0.55,many,100,long,1,0,0,technical,low
0.9,0.74,middle,193,middle,0,0,0,technical,medium
0.89,0.9,middle,231,middle,0,0,0,IT,medium
0.95,0.68,middle,165,middle,0,0,0,IT,medium
0.53,0.8,many,241,middle,1,0,0,technical,low
0.37,0.72,little,163,middle,0,0,0,sales,low
0.64,0.49,many,188,short,0,0,0,IT,low
0.71,0.54,many,188,long,0,0,0,technical,low
0.53,0.59,middle,163,long,0,0,0,accounting,low
0.61,0.57,many,160,middle,1,0,0,support,low
0.64,0.61,many,249,middle,1,0,0,support,medium
0.54,0.68,many,183,short,0,0,0,support,low
0.65,0.89,many,223,middle,1,0,0,accounting,medium
0.61,0.84,many,265,short,0,0,0,IT,low
0.84,0.53,little,275,middle,0,0,0,product_mng,low
0.72,0.7,many,217,middle,0,0,0,sales,low
0.87,0.94,middle,217,middle,0,0,0,technical,medium
0.85,0.96,many,240,long,0,0,0,technical,medium
0.65,0.99,many,200,long,0,0,0,technical,low
0.83,0.61,many,246,middle,0,0,0,support,medium
0.67,0.6,many,210,middle,0,0,0,support,low
0.78,0.96,middle,248,middle,0,0,0,IT,medium
0.66,0.57,many,161,long,0,0,1,management,medium
