satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
0.5,0.6,middle,270,middle,1,0,0,management,medium
0.71,0.36,many,278,long,1,0,0,product_mng,high
0.61,0.63,middle,250,long,0,0,0,IT,low
0.62,0.91,middle,133,middle,0,0,0,RandD,medium
0.98,0.65,many,216,long,0,0,0,RandD,medium
0.72,0.76,many,144,middle,1,0,0,accounting,low
1,0.76,many,201,middle,0,0,0,management,low
0.75,0.59,many,206,short,0,0,0,marketing,low
0.31,0.98,many,232,long,0,0,0,marketing,low
0.87,0.91,many,190,short,0,0,0,sales,low
0.95,0.71,middle,263,short,1,0,0,sales,medium
0.6,0.99,many,225,middle,0,0,0,sales,medium
0.6,0.95,middle,266,middle,0,0,0,sales,medium
0.75,1,middle,102,middle,0,0,0,accounting,medium
0.99,0.49,many,270,short,0,0,0,hr,low
0.62,0.68,many,265,middle,0,0,0,hr,medium
0.98,0.89,many,169,middle,0,0,0,technical,medium
0.65,0.66,many,239,long,0,0,0,technical,low
0.59,0.9,middle,245,middle,1,0,0,technical,low
0.71,0.8,middle,182,short,1,0,0,technical,low
0.39,0.48,middle,190,short,0,0,0,technical,low
0.35,0.66,little,140,short,0,0,0,support,medium
0.88,0.58,many,147,long,0,0,0,support,medium
0.61,0.78,middle,238,short,0,0,0,support,medium
0.75,0.83,many,229,short,0,0,0,IT,medium
0.72,0.53,middle,151,long,0,0,0,IT,medium
0.24,0.94,many,146,long,0,0,0,product_mng,medium
0.69,0.53,many,281,long,0,0,0,product_mng,medium
0.35,0.7,middle,107,middle,0,0,0,RandD,high
0.88,0.59,many,243,long,0,0,0,RandD,high
0.55,0.82,middle,248,short,0,0,0,accounting,high
0.66,0.61,many,259,middle,0,0,0,technical,high
0.49,0.92,many,176,middle,0,0,0,marketing,low
0.51,0.52,middle,132,middle,0,0,0,sales,low
0.71,0.87,many,173,middle,0,0,0,sales,low
0.83,0.94,many,156,middle,1,0,0,sales,low
0.86,0.51,many,152,middle,1,0,0,sales,low
0.61,0.99,little,275,middle,1,0,0,sales,medium
0.84,0.89,middle,234,short,0,0,0,sales,medium
0.62,0.63,little,123,short,0,0,0,sales,medium
0.77,0.76,middle,201,long,0,0,0,accounting,medium
0.7,0.57,many,211,middle,0,0,0,hr,high
0.96,0.75,many,165,middle,0,0,0,technical,high
0.61,0.59,middle,237,short,0,0,0,technical,high
0.68,0.7,middle,209,middle,0,0,0,technical,high
0.69,0.78,many,267,short,1,0,0,support,low
0.98,0.77,many,223,short,1,0,0,support,medium
0.73,0.95,middle,156,short,0,0,0,support,medium
0.91,0.65,many,174,short,0,0,0,technical,medium
0.57,0.86,many,268,long,0,0,0,IT,medium
0.86,0.96,many,146,middle,0,0,0,IT,medium
0.21,0.37,many,129,long,0,0,0,product_mng,medium
0.9,0.66,middle,261,middle,1,0,0,product_mng,medium
0.79,0.78,middle,101,short,1,0,0,product_mng,medium
0.95,0.49,many,229,middle,0,0,0,product_mng,medium
0.29,0.43,middle,162,long,0,0,0,IT,medium
0.72,0.8,middle,219,middle,0,0,0,marketing,medium
0.66,0.4,little,155,long,1,0,0,support,medium
0.93,0.63,many,233,short,0,0,0,sales,low
0.54,0.48,middle,152,short,0,0,0,sales,low
0.19,0.99,middle,154,short,0,0,0,sales,high
0.95,0.71,middle,223,short,0,0,0,sales,low
0.63,0.89,many,192,short,0,0,0,sales,high
0.81,0.8,many,227,short,1,0,0,sales,low
0.5,0.88,many,265,middle,1,0,0,sales,low
0.94,0.57,many,251,short,1,0,0,sales,medium
0.6,0.81,little,214,middle,0,0,0,hr,high
0.9,0.94,many,231,middle,0,0,0,technical,medium
0.86,0.96,many,238,long,0,0,0,technical,low
0.76,0.56,middle,216,middle,0,0,0,support,low
0.99,0.62,many,140,short,1,0,0,support,low
0.55,0.63,middle,201,short,1,0,0,support,high
0.57,0.49,many,247,short,0,0,0,management,low
0.8,0.6,many,234,short,0,0,0,IT,low
0.69,0.93,middle,233,middle,0,0,0,IT,medium
0.74,0.57,many,172,middle,0,0,0,product_mng,high
0.65,0.37,many,128,middle,1,0,0,product_mng,medium
0.85,0.92,many,151,middle,1,0,0,IT,medium
0.49,0.48,many,247,middle,0,0,0,RandD,medium
0.19,0.8,many,143,long,0,0,0,RandD,medium
0.74,0.98,many,200,middle,0,0,0,sales,medium
0.62,0.63,middle,230,short,0,0,0,management,medium
0.87,0.74,many,265,long,0,0,0,marketing,medium
0.68,0.55,many,215,long,0,0,0,sales,high
0.6,0.77,many,229,short,0,0,0,sales,low
0.94,0.71,many,151,short,1,0,0,sales,low
0.69,0.9,many,226,long,0,0,0,sales,high
0.18,0.64,middle,223,long,1,0,0,sales,low
0.76,0.65,middle,220,middle,0,0,0,sales,low
0.78,0.87,middle,190,middle,0,0,0,sales,low
0.71,0.56,middle,198,middle,0,0,0,sales,medium
0.44,0.81,middle,248,short,0,0,0,accounting,medium
0.84,0.73,middle,146,long,1,0,0,technical,high
0.7,0.56,many,208,middle,0,0,0,technical,medium
0.53,0.5,many,264,long,0,0,0,technical,low
0.79,0.83,little,192,middle,0,0,0,support,low
0.88,0.87,many,257,middle,0,0,0,IT,medium
0.88,0.67,many,141,short,0,0,0,product_mng,medium
0.9,0.85,many,162,short,0,0,0,product_mng,medium
0.92,0.69,many,149,long,1,0,0,RandD,medium
0.72,0.67,middle,164,long,0,0,0,RandD,medium
0.76,0.52,middle,248,middle,0,0,0,RandD,medium
0.67,0.95,many,241,long,0,0,0,accounting,medium
0.84,0.76,many,172,long,1,0,0,technical,medium
0.56,0.68,middle,149,short,0,0,0,management,medium
0.2,0.49,many,199,long,0,0,0,sales,low
0.87,0.56,little,214,middle,1,0,0,sales,low
0.7,0.55,many,159,middle,0,0,0,sales,low
0.86,0.96,many,196,middle,0,0,0,sales,low
0.38,0.5,little,187,short,1,0,0,sales,medium
0.64,0.95,many,199,long,0,0,0,accounting,medium
0.76,0.62,many,157,middle,0,0,0,accounting,medium
0.69,0.67,middle,178,short,0,0,0,hr,medium
0.63,0.97,many,234,short,0,0,0,technical,medium
0.17,0.61,middle,241,long,1,0,0,technical,low
0.74,0.6,middle,153,short,0,0,0,technical,low
0.55,0.54,middle,253,short,0,0,0,support,low
0.9,0.6,many,252,middle,0,0,0,support,low
0.89,0.9,many,153,middle,0,0,0,support,low
0.74,0.37,little,171,long,0,0,0,support,low
0.97,0.53,many,247,middle,0,0,0,support,low
0.52,0.92,many,150,short,1,0,0,support,low
0.76,0.44,many,192,long,1,0,0,technical,low
0.69,0.96,many,164,middle,0,0,0,technical,low
0.59,0.69,middle,186,middle,0,0,0,technical,low
0.7,0.84,little,114,long,0,0,0,IT,low
0.87,0.6,little,122,short,0,0,0,IT,low
0.82,0.58,many,202,short,0,0,0,RandD,medium
0.2,0.97,many,224,long,1,0,0,support,medium
0.73,0.75,little,243,long,1,0,0,technical,medium
0.78,0.95,many,184,middle,0,0,0,sales,low
0.15,0.74,little,176,middle,1,0,0,sales,low
0.7,0.78,many,254,long,0,0,0,sales,low
0.42,0.75,middle,163,short,1,0,0,sales,low
0.63,0.98,many,160,short,0,0,0,sales,medium
0.16,0.94,middle,178,long,0,0,0,hr,medium
0.66,0.92,many,229,short,0,0,0,technical,low
0.14,0.68,many,253,long,0,0,0,support,low
0.92,0.85,middle,235,short,0,0,0,support,low
0.69,0.91,many,186,middle,0,0,0,support,low
0.85,0.39,many,239,long,0,0,0,support,low
1,0.49,middle,106,long,0,0,0,support,low
0.26,0.97,middle,125,short,0,0,0,support,low
0.78,0.72,middle,255,long,1,0,0,management,low
0.64,0.51,many,207,short,0,0,0,IT,low
0.63,0.76,many,217,short,1,0,0,IT,medium
0.26,0.81,many,139,long,0,0,0,product_mng,medium
0.94,0.76,many,231,middle,1,0,0,RandD,high
0.89,0.58,middle,183,long,0,0,0,technical,medium
0.94,0.91,middle,250,middle,1,0,0,management,low
0.15,0.89,middle,219,long,0,0,0,marketing,low
0.72,0.54,middle,226,short,1,0,0,sales,low
0.63,0.88,middle,177,middle,0,0,0,sales,low
0.68,0.51,little,196,middle,0,0,0,sales,low
0.6,0.49,little,194,long,0,0,0,sales,low
0.53,0.75,middle,232,middle,0,0,0,sales,low
0.24,0.54,many,226,long,1,0,0,accounting,medium
0.62,0.74,many,155,middle,0,0,0,hr,medium
0.99,0.92,middle,220,middle,0,0,0,support,low
0.5,0.69,many,177,short,0,0,0,support,low
0.72,0.69,many,149,short,0,0,0,management,medium
0.84,0.48,many,269,short,0,0,0,IT,medium
0.86,1,middle,192,middle,0,0,0,marketing,high
0.65,0.57,middle,137,long,1,0,0,sales,high
0.19,0.83,middle,225,long,0,0,0,sales,low
0.94,0.87,middle,229,middle,0,0,0,sales,low
0.74,0.74,many,175,middle,0,0,0,sales,low
0.62,0.62,many,136,short,0,0,0,sales,medium
0.77,0.76,little,216,middle,1,0,0,accounting,medium
0.78,0.72,many,219,middle,0,0,0,hr,medium
0.9,0.62,many,258,middle,0,0,0,technical,medium
0.68,0.91,many,162,middle,1,0,0,technical,medium
0.7,0.74,middle,157,middle,0,0,0,technical,high
0.43,0.9,many,282,long,0,0,0,support,low
0.72,0.81,many,134,short,0,0,0,support,low
0.84,0.76,many,215,short,1,0,0,support,low
0.95,0.58,middle,163,middle,0,0,0,technical,medium
0.95,0.72,middle,168,long,0,0,0,IT,medium
0.61,0.5,many,217,long,1,0,0,product_mng,medium
0.76,0.53,many,281,middle,0,0,0,product_mng,medium
0.61,0.64,middle,245,short,0,0,0,product_mng,medium
0.37,0.48,little,285,long,0,0,0,IT,medium
0.98,0.51,middle,157,middle,0,0,0,marketing,medium
0.13,0.65,many,194,long,0,0,0,support,medium
0.51,0.94,many,247,short,0,0,0,management,medium
0.96,0.5,middle,158,short,1,0,0,sales,medium
0.25,0.82,middle,269,long,0,0,0,sales,low
0.89,0.68,many,258,short,1,0,0,sales,low
0.16,0.51,middle,262,long,0,0,0,sales,low
0.83,0.68,many,273,short,0,0,0,sales,low
0.89,0.5,many,147,short,0,0,0,technical,medium
0.52,0.45,little,145,middle,0,0,0,technical,low
0.74,0.64,many,147,long,0,0,0,technical,medium
0.65,0.98,middle,136,middle,0,0,0,support,low
0.7,0.56,many,182,short,0,0,0,support,low
0.14,0.66,many,142,long,0,0,0,support,low
0.54,0.6,middle,209,short,0,0,0,support,low
0.64,0.89,middle,175,middle,1,0,0,product_mng,high
0.21,0.72,middle,245,long,0,0,0,IT,high
0.85,0.67,middle,167,long,0,0,0,RandD,medium
0.56,0.81,many,274,long,0,0,0,RandD,medium
0.7,0.84,many,184,middle,0,0,0,sales,medium
0.55,0.97,many,136,middle,0,0,0,marketing,medium
0.66,0.94,many,190,middle,0,0,0,marketing,medium
0.41,0.61,middle,185,short,1,0,0,sales,medium
0.88,0.72,middle,200,short,1,0,0,sales,medium
0.56,0.66,many,155,short,0,0,0,sales,medium
0.53,0.72,middle,228,middle,0,0,0,sales,medium
0.5,0.97,many,269,middle,0,0,0,sales,low
0.51,0.5,many,251,middle,1,0,0,sales,low
0.91,0.71,little,159,middle,1,0,0,sales,low
0.5,0.54,many,165,middle,0,0,0,accounting,low
0.59,0.9,little,219,short,1,0,0,technical,medium
0.59,0.93,many,146,middle,0,0,0,technical,medium
0.5,0.51,many,238,long,0,0,0,technical,medium
0.53,0.99,middle,188,middle,0,0,0,technical,high
0.51,0.95,many,201,middle,0,0,0,technical,medium
0.5,0.64,many,213,long,0,0,0,support,low
0.5,0.87,middle,252,short,0,0,0,support,low
0.67,0.57,many,215,long,0,0,0,technical,low
0.73,0.85,many,224,long,0,0,0,IT,low
0.2,0.57,many,269,long,1,0,0,IT,low
0.91,0.56,many,251,long,0,0,0,product_mng,medium
0.14,0.51,many,253,long,0,0,0,RandD,medium
0.78,0.92,many,242,long,0,0,0,RandD,medium
0.84,0.58,middle,140,middle,0,0,0,accounting,medium
0.76,0.99,middle,164,short,0,0,0,support,medium
0.92,0.94,many,253,short,0,0,0,technical,high
0.58,0.93,many,235,short,0,0,0,management,low
0.74,0.51,many,246,middle,1,0,0,marketing,medium
0.85,0.72,middle,201,middle,0,0,0,sales,low
0.6,0.93,many,270,middle,1,0,0,sales,low
0.87,0.51,many,233,middle,0,0,0,sales,low
0.61,0.68,middle,254,short,0,0,0,accounting,low
0.19,0.68,many,149,middle,0,0,0,hr,medium
0.81,0.96,many,143,middle,1,0,0,technical,medium
0.49,0.55,little,173,middle,0,0,0,technical,medium
0.98,0.61,many,265,short,1,0,0,technical,medium
0.82,0.78,many,231,short,1,0,0,IT,low
0.8,0.79,many,240,long,0,0,0,IT,medium
0.37,0.9,middle,229,long,0,0,0,RandD,medium
0.69,0.85,middle,200,short,0,0,0,RandD,medium
0.76,0.57,many,139,long,0,0,0,sales,medium
0.65,0.6,many,160,middle,0,0,0,technical,medium
0.95,0.65,many,182,middle,0,0,0,marketing,low
0.97,0.74,middle,104,long,0,0,0,sales,low
0.68,1,middle,148,long,1,0,0,sales,low
0.41,0.86,many,215,long,0,0,0,sales,low
0.81,0.61,many,142,long,0,0,0,sales,low
0.69,0.82,many,273,long,0,0,0,hr,medium
0.78,0.4,many,174,middle,0,0,0,technical,medium
0.9,0.62,middle,254,middle,0,0,0,technical,medium
0.96,0.85,many,200,long,0,0,0,technical,medium
0.86,0.6,many,134,short,1,0,0,support,low
0.79,0.86,middle,139,middle,0,0,0,support,low
0.51,0.86,many,212,short,0,0,0,support,low
0.75,0.65,many,148,short,0,0,0,support,low
0.88,0.59,many,142,middle,0,0,0,technical,low
0.29,0.77,middle,152,middle,1,0,0,technical,low
0.16,0.65,many,165,middle,0,0,0,IT,low
0.43,0.41,many,190,middle,0,0,0,product_mng,medium
0.72,0.49,middle,203,middle,0,0,1,RandD,medium
0.74,0.7,many,135,short,0,0,1,accounting,medium
0.49,0.52,many,183,short,0,0,1,marketing,medium
0.77,0.77,middle,219,short,0,0,0,sales,medium
0.89,0.49,many,165,long,0,0,0,sales,low
0.54,0.76,middle,199,long,0,0,0,sales,low
0.69,0.8,many,215,middle,0,0,0,sales,low
0.78,0.59,many,180,middle,0,0,0,sales,low
0.91,0.49,many,272,long,0,0,0,sales,low
0.92,0.61,little,228,short,0,0,0,sales,low
0.52,0.97,middle,185,short,0,0,0,sales,low
0.93,0.96,many,135,middle,1,0,0,sales,low
0.53,0.74,many,237,short,0,0,1,support,medium
0.51,0.91,many,269,long,0,0,1,support,medium
1,0.59,middle,168,middle,0,0,1,support,low
0.75,0.55,little,184,short,0,0,0,support,low
0.99,0.58,many,138,middle,0,0,0,technical,low
0.57,0.76,middle,195,middle,0,0,0,technical,medium
0.66,0.81,little,201,middle,0,0,0,IT,medium
0.53,0.8,many,204,middle,0,0,0,IT,medium
0.97,0.6,many,133,short,0,0,0,RandD,medium
0.5,0.48,middle,246,middle,0,0,0,RandD,medium
0.67,0.74,middle,204,middle,0,0,0,RandD,medium
0.91,0.51,little,211,short,0,0,0,accounting,medium
0.74,0.76,middle,244,middle,0,0,0,management,medium
0.77,0.97,middle,184,middle,1,0,0,marketing,medium
0.94,0.89,middle,230,middle,1,0,0,marketing,high
0.66,0.66,middle,211,long,0,0,0,sales,high
0.9,0.68,middle,156,middle,1,0,0,sales,high
0.2,0.96,little,249,middle,0,0,0,sales,low
0.93,0.68,middle,272,short,1,0,0,sales,low
0.87,0.42,many,252,long,0,0,0,sales,low
0.88,0.84,middle,266,middle,0,0,0,accounting,low
0.48,0.6,little,121,long,0,0,0,hr,low
0.67,0.49,many,195,middle,0,0,0,hr,low
0.84,0.55,middle,135,middle,0,0,0,hr,medium
0.65,0.53,many,205,middle,1,0,0,technical,medium
0.75,0.75,little,141,long,0,0,0,technical,medium
0.69,0.64,many,200,middle,0,0,0,technical,medium
0.54,0.81,many,264,long,0,0,0,technical,medium
0.17,0.83,many,195,long,0,0,0,support,high
0.98,0.81,middle,180,short,1,0,0,support,high
0.75,0.76,many,254,long,0,0,0,support,low
0.72,0.95,many,171,middle,0,0,0,support,low
0.73,0.98,many,160,middle,0,0,0,IT,medium
0.8,0.86,middle,136,short,0,0,0,RandD,medium
0.95,0.76,middle,236,short,1,0,0,sales,medium
0.82,0.97,many,235,middle,0,0,0,support,medium
0.9,0.69,many,274,short,0,0,0,technical,medium
0.53,0.9,middle,210,middle,0,0,0,sales,medium
0.55,0.64,middle,101,short,1,0,0,sales,medium
0.12,0.7,many,276,long,0,0,0,sales,low
0.65,0.84,many,247,long,0,0,0,accounting,high
0.86,0.72,many,178,short,0,0,0,hr,high
0.72,0.74,middle,243,short,0,0,0,technical,high
0.76,0.72,middle,242,long,1,0,0,technical,medium
0.28,0.76,middle,150,short,0,0,0,technical,medium
0.77,0.61,many,178,short,1,0,0,support,high
0.56,0.76,middle,134,short,0,0,0,support,high
0.83,0.87,middle,156,middle,0,0,0,support,medium
0.81,0.97,middle,247,middle,0,0,0,support,medium
0.56,0.92,many,222,long,0,0,0,support,medium
0.92,0.9,many,249,middle,0,0,0,IT,low
0.96,0.75,many,177,short,0,0,0,IT,low
0.56,0.85,middle,225,middle,0,0,0,IT,high
0.82,0.75,many,160,middle,1,0,0,product_mng,high
0.24,0.65,many,275,long,1,0,1,support,medium
0.78,0.54,many,257,middle,0,0,0,sales,high
0.93,0.92,middle,248,short,0,0,0,sales,medium
0.78,0.58,middle,224,short,0,0,0,sales,medium
0.71,0.98,many,213,middle,0,0,0,sales,medium
0.15,0.42,many,238,middle,0,0,0,sales,medium
0.14,0.83,many,153,long,1,0,0,sales,medium
0.88,0.95,middle,137,middle,0,0,0,sales,low
0.95,0.56,many,194,short,0,0,0,sales,high
0.7,0.55,middle,253,short,1,0,0,accounting,low
0.23,0.59,many,245,long,0,0,0,hr,low
0.89,0.75,middle,134,middle,0,0,0,hr,low
0.98,0.91,many,273,short,0,0,0,hr,low
0.93,0.96,middle,268,long,0,0,0,technical,low
0.99,0.56,many,128,long,0,0,0,technical,medium
0.63,0.9,middle,142,middle,0,0,0,support,medium
0.72,0.7,middle,149,middle,0,0,0,support,medium
0.67,0.81,many,168,short,0,0,0,support,high
0.41,0.54,little,190,long,0,0,0,support,low
0.73,0.93,many,162,short,1,0,0,support,medium
0.93,0.74,little,169,long,0,0,0,support,low
0.97,0.91,many,257,middle,1,0,0,technical,low
0.62,0.66,middle,208,middle,0,0,0,management,low
0.91,0.63,many,226,middle,1,0,0,IT,low
0.33,0.82,many,249,long,0,0,0,product_mng,low
0.37,0.74,little,197,middle,0,0,0,product_mng,low
0.95,0.53,many,263,middle,0,0,0,IT,low
0.91,0.95,many,171,middle,0,0,0,RandD,low
0.54,0.65,middle,202,middle,0,0,0,marketing,low
0.6,0.81,many,245,middle,1,0,0,support,medium
0.72,0.92,middle,225,middle,0,0,0,management,medium
0.5,0.43,middle,184,short,0,0,0,sales,medium
0.67,0.83,many,195,middle,0,0,0,sales,medium
0.95,0.53,many,162,middle,0,0,0,sales,medium
0.98,0.75,many,188,short,0,0,0,sales,low
0.76,0.68,many,204,middle,1,0,0,sales,low
0.5,0.84,middle,156,long,0,0,0,accounting,low
0.17,0.82,many,259,long,0,0,0,accounting,low
0.68,0.78,middle,264,middle,0,0,0,hr,low
0.57,0.57,many,141,middle,0,0,0,technical,low
0.78,0.58,middle,150,middle,1,0,0,technical,low
0.68,0.85,middle,243,long,0,0,0,technical,medium
0.79,0.69,many,209,short,0,0,0,support,medium
0.92,0.49,many,259,middle,1,0,0,support,medium
0.52,0.91,many,193,short,0,0,0,support,low
0.99,0.95,many,102,long,0,0,0,IT,low
0.8,0.93,middle,260,middle,0,0,0,product_mng,low
0.65,0.69,many,153,middle,0,0,0,product_mng,low
0.53,0.52,middle,233,long,0,0,0,IT,low
0.9,0.78,many,261,short,1,0,0,sales,medium
0.95,0.52,middle,144,middle,0,0,0,sales,medium
0.83,0.87,many,233,middle,0,0,0,sales,low
0.54,0.76,middle,157,long,0,0,0,sales,low
0.81,0.86,middle,210,middle,0,0,0,sales,low
0.99,0.79,many,133,short,0,0,0,sales,low
0.78,0.49,middle,224,middle,0,0,0,sales,low
0.66,0.63,many,264,long,0,0,0,accounting,low
0.9,0.72,many,237,short,0,0,0,accounting,low
0.6,0.82,many,194,middle,0,0,0,hr,low
0.96,0.71,middle,170,middle,0,0,0,technical,low
0.83,0.95,middle,255,middle,0,0,0,technical,medium
0.68,0.81,middle,232,short,0,0,0,support,medium
0.68,0.44,many,152,long,0,0,0,support,low
0.9,0.7,middle,274,middle,0,0,0,support,medium
0.87,0.74,many,207,middle,0,0,0,IT,low
0.76,0.89,many,181,middle,0,0,0,IT,low
0.59,0.42,middle,196,middle,0,0,0,product_mng,low
0.93,0.66,many,228,middle,0,0,0,RandD,low
0.77,0.89,many,152,middle,0,0,0,support,medium
0.74,0.58,many,233,long,0,0,0,marketing,medium
0.88,0.96,many,155,short,0,0,0,marketing,medium
0.88,0.96,many,182,long,1,0,0,marketing,medium
0.63,0.8,many,243,short,0,0,0,sales,medium
0.86,0.94,many,209,long,0,0,0,sales,low
0.8,0.96,many,124,middle,0,0,0,sales,low
0.14,0.73,many,266,long,0,0,0,sales,low
0.57,0.68,middle,254,long,0,0,0,sales,low
0.94,0.59,many,250,middle,0,0,0,hr,low
0.57,0.82,many,138,middle,0,0,0,technical,low
0.35,1,many,186,short,0,0,0,technical,low
0.12,0.6,little,194,long,0,0,0,technical,medium
0.31,0.92,many,133,long,0,0,0,support,medium
0.92,1,middle,212,short,0,0,0,support,low
0.59,0.9,many,261,long,0,0,0,technical,medium
0.5,0.74,middle,220,middle,0,0,0,technical,medium
0.86,0.49,many,274,short,0,0,0,management,low
0.7,0.69,many,158,middle,0,0,0,IT,low
0.98,0.93,many,145,long,0,0,0,IT,low
0.61,0.73,middle,165,middle,1,0,0,IT,low
0.76,0.4,little,245,long,0,0,0,product_mng,medium
0.36,0.59,little,198,short,0,0,1,RandD,medium
0.91,0.74,many,192,middle,0,0,1,accounting,medium
0.73,0.66,many,195,middle,0,0,1,technical,medium
0.53,0.7,middle,138,short,0,0,0,sales,medium
0.93,0.6,many,184,middle,0,0,0,sales,medium
0.51,0.72,many,163,long,0,0,1,sales,medium
0.9,0.85,middle,253,middle,0,0,0,sales,medium
0.34,0.89,many,266,long,0,0,0,sales,medium
0.45,0.53,middle,181,long,1,0,0,accounting,low
0.97,0.66,many,193,long,0,0,0,accounting,low
0.5,0.48,middle,163,long,0,0,0,accounting,low
0.69,0.74,many,237,middle,0,0,0,technical,low
0.59,0.57,little,170,middle,0,0,0,technical,low
0.59,0.71,many,222,middle,0,0,0,technical,low
0.71,0.95,middle,150,short,0,0,0,technical,low
0.93,0.67,many,167,middle,0,0,0,technical,medium
0.54,0.93,many,189,short,0,0,0,support,medium
0.61,0.95,many,169,long,0,0,0,support,medium
0.96,0.51,middle,237,long,0,0,0,technical,high
0.73,0.71,many,148,middle,0,0,0,management,high
0.75,0.76,many,175,long,0,0,0,IT,low
0.76,0.77,many,223,middle,0,0,0,IT,low
0.92,0.55,middle,259,middle,0,0,0,product_mng,low
0.69,0.98,middle,168,short,0,0,0,RandD,medium
0.93,0.61,middle,166,middle,0,0,0,sales,medium
0.85,0.79,middle,243,short,0,0,1,technical,medium
0.58,0.97,middle,186,middle,0,0,1,marketing,medium
0.9,0.67,many,233,middle,0,0,1,sales,medium
0.67,0.71,many,265,short,0,0,1,sales,medium
0.8,0.75,middle,134,long,0,0,0,sales,medium
0.77,0.84,middle,188,long,0,0,0,sales,medium
1,0.91,middle,160,long,0,0,0,sales,medium
0.6,0.92,many,164,long,0,0,0,sales,medium
0.71,0.76,middle,175,short,0,0,0,sales,medium
0.62,0.91,middle,195,middle,0,0,0,sales,medium
0.61,0.65,little,117,short,1,0,0,sales,medium
0.41,0.9,many,155,short,0,0,0,accounting,medium
0.98,0.73,many,185,middle,0,0,0,accounting,medium
0.98,0.61,middle,226,short,0,0,0,hr,low
0.4,0.85,many,198,short,0,0,0,hr,low
0.82,0.84,middle,237,short,0,0,0,technical,low
0.44,0.36,little,136,middle,0,0,0,technical,high
0.61,0.64,many,186,long,0,0,0,support,medium
0.77,0.57,many,203,middle,1,0,0,support,high
0.54,0.94,many,217,short,0,0,0,support,medium
0.89,0.93,many,150,short,0,0,0,support,high
0.6,0.8,middle,191,short,0,0,0,support,medium
0.2,0.72,many,123,short,1,0,0,technical,low
0.62,0.92,many,149,middle,0,0,0,IT,low
0.79,0.72,many,192,middle,0,0,0,IT,low
0.96,0.73,many,169,middle,1,0,0,product_mng,low
0.62,0.73,many,191,middle,0,0,0,RandD,high
0.73,0.75,many,265,middle,0,0,0,RandD,low
0.52,0.78,many,237,middle,0,0,0,marketing,low
0.34,0.87,many,283,short,0,0,0,sales,high
0.77,0.52,many,216,middle,0,0,0,sales,medium
0.93,0.58,middle,215,middle,0,0,0,sales,medium
0.7,0.58,middle,211,middle,0,0,0,sales,medium
0.51,0.49,many,182,short,0,0,0,sales,medium
0.8,0.55,many,269,middle,0,0,0,sales,high
0.17,0.91,little,271,long,0,0,0,sales,medium
0.8,0.51,many,213,middle,0,0,0,sales,medium
0.45,0.64,many,133,long,0,0,0,accounting,medium
0.87,0.5,many,267,short,1,0,0,accounting,medium
0.98,0.64,middle,263,long,0,0,0,accounting,medium
0.53,0.5,many,185,middle,0,0,0,hr,low
0.7,0.63,middle,209,middle,0,0,0,technical,low
0.33,0.94,many,166,long,0,0,0,technical,low
0.99,0.99,middle,158,short,0,0,0,technical,low
0.32,0.4,many,162,long,0,0,0,technical,low
0.48,0.68,many,163,short,1,0,0,technical,low
0.66,0.56,many,141,long,0,0,0,support,medium
0.94,0.59,middle,234,short,0,0,0,support,medium
0.76,0.47,middle,223,short,0,0,0,support,medium
0.5,0.38,many,175,long,0,0,0,technical,high
0.86,0.71,middle,235,middle,0,0,0,IT,medium
0.64,0.87,middle,239,long,0,0,0,product_mng,low
0.91,0.5,middle,178,short,0,0,0,product_mng,low
0.79,0.75,little,221,middle,0,0,0,product_mng,low
0.83,0.56,many,269,middle,0,0,0,product_mng,low
0.66,0.6,middle,262,short,1,0,0,IT,low
0.66,0.5,middle,229,middle,0,0,0,marketing,low
0.8,0.99,middle,158,middle,0,0,0,sales,low
0.94,0.92,middle,187,short,0,0,0,marketing,low
0.13,0.63,many,219,long,0,0,0,marketing,low
0.93,0.88,many,261,long,0,0,0,sales,medium
0.53,0.81,many,135,short,0,0,0,sales,medium
0.68,0.68,middle,143,middle,0,0,0,sales,medium
0.71,0.58,middle,194,long,0,0,0,sales,low
0.8,0.85,middle,135,short,0,0,0,sales,medium
1,0.39,little,210,long,0,0,0,sales,low
0.35,0.59,many,268,middle,0,0,0,accounting,low
0.21,0.85,many,153,middle,0,0,0,hr,low
0.26,0.51,little,284,short,0,0,0,technical,low
0.86,0.75,many,157,long,0,0,0,support,low
0.55,0.58,many,262,middle,0,0,0,support,medium
0.65,0.86,many,256,short,0,0,0,support,medium
0.99,1,middle,139,short,0,0,0,support,medium
0.88,0.93,many,195,short,0,0,0,support,medium
0.53,0.59,many,265,short,0,0,0,support,medium
1,0.87,many,256,middle,0,0,0,IT,low
0.59,0.51,middle,203,short,1,0,0,IT,medium
0.22,0.52,many,109,long,0,0,0,product_mng,low
0.12,0.73,many,166,middle,0,0,0,IT,low
0.73,0.86,many,138,short,0,0,0,RandD,low
0.81,0.6,many,133,middle,0,0,0,RandD,low
0.28,0.9,many,275,long,0,0,0,marketing,low
0.3,0.47,little,159,long,0,0,0,sales,medium
0.56,0.4,little,255,middle,0,0,0,sales,medium
0.54,0.72,many,206,long,0,0,0,sales,high
0.55,0.6,middle,145,long,0,0,0,accounting,low
0.84,0.5,many,195,middle,0,0,0,technical,low
0.7,0.51,middle,256,middle,0,0,0,technical,low
